locusId	sysName	desc	comb	setAS3 0-5	setAS5 10
HNEAP_RS00055	HNEAP_RS00055	ABC transporter	HNEAP_RS00055 ABC transporter	1131	1796
HNEAP_RS00060	HNEAP_RS00060	arylesterase	HNEAP_RS00060 arylesterase	763	1156
HNEAP_RS00065	HNEAP_RS00065	DUF559 domain-containing protein	HNEAP_RS00065 DUF559 domain-containing protein	533	839
HNEAP_RS00070	HNEAP_RS00070	IS110 family transposase	HNEAP_RS00070 IS110 family transposase	1634	2504
HNEAP_RS00075	HNEAP_RS00075	prepilin-type cleavage/methylation domain-containing protein	HNEAP_RS00075 prepilin-type cleavage/methylation domain-containing protein	643	999
HNEAP_RS00080	HNEAP_RS00080	Tfp pilus assembly protein FimT-like protein	HNEAP_RS00080 Tfp pilus assembly protein FimT-like protein	2871	4392
HNEAP_RS00085	HNEAP_RS00085	type IV pilus modification protein PilV	HNEAP_RS00085 type IV pilus modification protein PilV	3751	5345
HNEAP_RS00090	HNEAP_RS00090	prepilin-type cleavage/methylation domain-containing protein	HNEAP_RS00090 prepilin-type cleavage/methylation domain-containing protein	4668	6612
HNEAP_RS00095	HNEAP_RS00095	hypothetical protein	HNEAP_RS00095 hypothetical protein	2981	4521
HNEAP_RS00100	HNEAP_RS00100	type 4 fimbrial biogenesis protein PilY1	HNEAP_RS00100 type 4 fimbrial biogenesis protein PilY1	26254	40922
HNEAP_RS00105	HNEAP_RS00105	PilE protein	HNEAP_RS00105 PilE protein	2909	4304
HNEAP_RS00110	HNEAP_RS00110	pilus assembly protein	HNEAP_RS00110 pilus assembly protein	613	971
HNEAP_RS00115	HNEAP_RS00115	DUF559 domain-containing protein	HNEAP_RS00115 DUF559 domain-containing protein	150	239
HNEAP_RS00120	HNEAP_RS00120	excinuclease ABC subunit UvrA	HNEAP_RS00120 excinuclease ABC subunit UvrA	1589	2559
HNEAP_RS00130	HNEAP_RS00130	gamma-glutamyltransferase	HNEAP_RS00130 gamma-glutamyltransferase	3192	4994
HNEAP_RS00135	HNEAP_RS00135	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	HNEAP_RS00135 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	1532	2345
HNEAP_RS00140	HNEAP_RS00140	metallophosphoesterase	HNEAP_RS00140 metallophosphoesterase	570	967
HNEAP_RS00145	HNEAP_RS00145	ketohexokinase	HNEAP_RS00145 ketohexokinase	42	69
HNEAP_RS00150	HNEAP_RS00150	GGDEF domain-containing protein	HNEAP_RS00150 GGDEF domain-containing protein	2471	3691
HNEAP_RS00155	HNEAP_RS00155	BolA family transcriptional regulator	HNEAP_RS00155 BolA family transcriptional regulator	227	329
HNEAP_RS00160	HNEAP_RS00160	HDOD domain-containing protein	HNEAP_RS00160 HDOD domain-containing protein	960	1438
HNEAP_RS00165	HNEAP_RS00165	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	HNEAP_RS00165 bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	29	55
HNEAP_RS00170	HNEAP_RS00170	DNA-directed RNA polymerase subunit omega	HNEAP_RS00170 DNA-directed RNA polymerase subunit omega	21	35
HNEAP_RS00180	HNEAP_RS00180	DedA family protein	HNEAP_RS00180 DedA family protein	228	433
HNEAP_RS00185	HNEAP_RS00185	glycine zipper 2TM domain-containing protein	HNEAP_RS00185 glycine zipper 2TM domain-containing protein	651	1091
HNEAP_RS00190	HNEAP_RS00190	membrane protein	HNEAP_RS00190 membrane protein	78	132
HNEAP_RS00195	HNEAP_RS00195	exodeoxyribonuclease III	HNEAP_RS00195 exodeoxyribonuclease III	600	987
HNEAP_RS00200	HNEAP_RS00200	hypothetical protein	HNEAP_RS00200 hypothetical protein	378	547
HNEAP_RS00205	HNEAP_RS00205	hypothetical protein	HNEAP_RS00205 hypothetical protein	3053	4916
HNEAP_RS00210	HNEAP_RS00210	TIGR01458 family HAD-type hydrolase	HNEAP_RS00210 TIGR01458 family HAD-type hydrolase	1064	1753
HNEAP_RS00215	HNEAP_RS00215	competence/damage-inducible protein A	HNEAP_RS00215 competence/damage-inducible protein A	1196	1787
HNEAP_RS00230	HNEAP_RS00230	hypothetical protein	HNEAP_RS00230 hypothetical protein	459	636
HNEAP_RS00235	HNEAP_RS00235	hypothetical protein	HNEAP_RS00235 hypothetical protein	1241	2067
HNEAP_RS00240	HNEAP_RS00240	5'-deoxynucleotidase	HNEAP_RS00240 5'-deoxynucleotidase	106	165
HNEAP_RS00245	HNEAP_RS00245	deoxyguanosinetriphosphate triphosphohydrolase	HNEAP_RS00245 deoxyguanosinetriphosphate triphosphohydrolase	1569	2420
HNEAP_RS00250	HNEAP_RS00250	NAD(P)-dependent oxidoreductase	HNEAP_RS00250 NAD(P)-dependent oxidoreductase	1397	2276
HNEAP_RS00260	HNEAP_RS00260	DNA recombination protein RmuC	HNEAP_RS00260 DNA recombination protein RmuC	1577	2628
HNEAP_RS00265	HNEAP_RS00265	hypothetical protein	HNEAP_RS00265 hypothetical protein	164	318
HNEAP_RS00270	HNEAP_RS00270	metallophosphoesterase	HNEAP_RS00270 metallophosphoesterase	17	29
HNEAP_RS00275	HNEAP_RS00275	hypothetical protein	HNEAP_RS00275 hypothetical protein	233	396
HNEAP_RS00280	HNEAP_RS00280	hypothetical protein	HNEAP_RS00280 hypothetical protein	268	398
HNEAP_RS00285	HNEAP_RS00285	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	HNEAP_RS00285 bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	202	360
HNEAP_RS00290	HNEAP_RS00290	hypothetical protein	HNEAP_RS00290 hypothetical protein	491	753
HNEAP_RS00295	HNEAP_RS00295	molecular chaperone Skp	HNEAP_RS00295 molecular chaperone Skp	818	1331
HNEAP_RS00300	HNEAP_RS00300	phosphopantetheine-binding protein	HNEAP_RS00300 phosphopantetheine-binding protein	143	218
HNEAP_RS00305	HNEAP_RS00305	3-oxoacyl-ACP synthase	HNEAP_RS00305 3-oxoacyl-ACP synthase	2033	3216
HNEAP_RS00310	HNEAP_RS00310	acyl carrier protein	HNEAP_RS00310 acyl carrier protein	49	99
HNEAP_RS00320	HNEAP_RS00320	AMP-dependent synthetase and ligase	HNEAP_RS00320 AMP-dependent synthetase and ligase	2051	3146
HNEAP_RS00325	HNEAP_RS00325	acyl-CoA synthetase	HNEAP_RS00325 acyl-CoA synthetase	663	1050
HNEAP_RS00330	HNEAP_RS00330	outer membrane lipoprotein carrier protein LolA	HNEAP_RS00330 outer membrane lipoprotein carrier protein LolA	641	1105
HNEAP_RS00335	HNEAP_RS00335	MMPL domain-containing protein	HNEAP_RS00335 MMPL domain-containing protein	2164	3415
HNEAP_RS00340	HNEAP_RS00340	hypothetical protein	HNEAP_RS00340 hypothetical protein	533	820
HNEAP_RS00345	HNEAP_RS00345	2-hydroxyacid dehydrogenase	HNEAP_RS00345 2-hydroxyacid dehydrogenase	417	778
HNEAP_RS00350	HNEAP_RS00350	PilZ domain-containing protein	HNEAP_RS00350 PilZ domain-containing protein	122	237
HNEAP_RS00355	HNEAP_RS00355	glutamate racemase	HNEAP_RS00355 glutamate racemase	757	1238
HNEAP_RS00360	HNEAP_RS00360	Txe/YoeB family addiction module toxin	HNEAP_RS00360 Txe/YoeB family addiction module toxin	111	185
HNEAP_RS00365	HNEAP_RS00365	prevent-host-death family protein	HNEAP_RS00365 prevent-host-death family protein	57	76
HNEAP_RS00370	HNEAP_RS00370	hypothetical protein	HNEAP_RS00370 hypothetical protein	428	600
HNEAP_RS00375	HNEAP_RS00375	hypothetical protein	HNEAP_RS00375 hypothetical protein	17	33
HNEAP_RS00380	HNEAP_RS00380	hypothetical protein	HNEAP_RS00380 hypothetical protein	368	593
HNEAP_RS00385	HNEAP_RS00385	hypothetical protein	HNEAP_RS00385 hypothetical protein	256	412
HNEAP_RS00390	HNEAP_RS00390	hypothetical protein	HNEAP_RS00390 hypothetical protein	90	131
HNEAP_RS00395	HNEAP_RS00395	hypothetical protein	HNEAP_RS00395 hypothetical protein	219	402
HNEAP_RS00400	HNEAP_RS00400	hypothetical protein	HNEAP_RS00400 hypothetical protein	92	150
HNEAP_RS00405	HNEAP_RS00405	hypothetical protein	HNEAP_RS00405 hypothetical protein	104	128
HNEAP_RS00410	HNEAP_RS00410	hypothetical protein	HNEAP_RS00410 hypothetical protein	118	191
HNEAP_RS00415	HNEAP_RS00415	yfeABCD locus regulator	HNEAP_RS00415 yfeABCD locus regulator	244	370
HNEAP_RS00420	HNEAP_RS00420	ATPase	HNEAP_RS00420 ATPase	867	1329
HNEAP_RS00435	HNEAP_RS00435	cation transporter	HNEAP_RS00435 cation transporter	711	1163
HNEAP_RS00445	HNEAP_RS00445	hypothetical protein	HNEAP_RS00445 hypothetical protein	291	441
HNEAP_RS00450	HNEAP_RS00450	mercury transporter MerC	HNEAP_RS00450 mercury transporter MerC	373	564
HNEAP_RS00455	HNEAP_RS00455	hypothetical protein	HNEAP_RS00455 hypothetical protein	253	381
HNEAP_RS00460	HNEAP_RS00460	hypothetical protein	HNEAP_RS00460 hypothetical protein	439	641
HNEAP_RS00465	HNEAP_RS00465	hypothetical protein	HNEAP_RS00465 hypothetical protein	941	1463
HNEAP_RS00470	HNEAP_RS00470	integrase	HNEAP_RS00470 integrase	362	549
HNEAP_RS00480	HNEAP_RS00480	class I SAM-dependent methyltransferase	HNEAP_RS00480 class I SAM-dependent methyltransferase	567	922
HNEAP_RS00485	HNEAP_RS00485	SNF2-like protein	HNEAP_RS00485 SNF2-like protein	4345	7175
HNEAP_RS00490	HNEAP_RS00490	ferrous iron transport protein A	HNEAP_RS00490 ferrous iron transport protein A	37	100
HNEAP_RS00510	HNEAP_RS00510	molecular chaperone DnaJ	HNEAP_RS00510 molecular chaperone DnaJ	518	831
HNEAP_RS00565	HNEAP_RS00565	twin-arginine translocase subunit TatC	HNEAP_RS00565 twin-arginine translocase subunit TatC	53	69
HNEAP_RS00575	HNEAP_RS00575	iron export ABC transporter permease subunit FetB	HNEAP_RS00575 iron export ABC transporter permease subunit FetB	328	490
HNEAP_RS00580	HNEAP_RS00580	ABC transporter	HNEAP_RS00580 ABC transporter	259	413
HNEAP_RS00585	HNEAP_RS00585	hypothetical protein	HNEAP_RS00585 hypothetical protein	482	755
HNEAP_RS00590	HNEAP_RS00590	DNA helicase RecG	HNEAP_RS00590 DNA helicase RecG	1630	2474
HNEAP_RS00595	HNEAP_RS00595	Hsp20/alpha crystallin family protein	HNEAP_RS00595 Hsp20/alpha crystallin family protein	405	675
HNEAP_RS00605	HNEAP_RS00605	OmpA family protein	HNEAP_RS00605 OmpA family protein	953	1472
HNEAP_RS00610	HNEAP_RS00610	hypothetical protein	HNEAP_RS00610 hypothetical protein	1335	2177
HNEAP_RS00615	HNEAP_RS00615	hypothetical protein	HNEAP_RS00615 hypothetical protein	212	366
HNEAP_RS00620	HNEAP_RS00620	hypothetical protein	HNEAP_RS00620 hypothetical protein	345	628
HNEAP_RS00635	HNEAP_RS00635	diguanylate cyclase	HNEAP_RS00635 diguanylate cyclase	1159	1826
HNEAP_RS00640	HNEAP_RS00640	response regulator	HNEAP_RS00640 response regulator	277	413
HNEAP_RS00645	HNEAP_RS00645	sensor histidine kinase	HNEAP_RS00645 sensor histidine kinase	2311	3676
HNEAP_RS00650	HNEAP_RS00650	serine/threonine-protein phosphatase	HNEAP_RS00650 serine/threonine-protein phosphatase	734	1119
HNEAP_RS00655	HNEAP_RS00655	magnesium and cobalt transport protein CorA	HNEAP_RS00655 magnesium and cobalt transport protein CorA	1100	1732
HNEAP_RS00660	HNEAP_RS00660	glycosyltransferase family 1 protein	HNEAP_RS00660 glycosyltransferase family 1 protein	1346	2288
HNEAP_RS00665	HNEAP_RS00665	phosphatase PAP2 family protein	HNEAP_RS00665 phosphatase PAP2 family protein	618	902
HNEAP_RS00670	HNEAP_RS00670	general secretion pathway protein GspC	HNEAP_RS00670 general secretion pathway protein GspC	1468	2403
HNEAP_RS00675	HNEAP_RS00675	type II secretion system protein GspD	HNEAP_RS00675 type II secretion system protein GspD	2997	4687
HNEAP_RS00680	HNEAP_RS00680	type II secretion system protein GspE	HNEAP_RS00680 type II secretion system protein GspE	2639	4299
HNEAP_RS00685	HNEAP_RS00685	type II secretion system protein GspF	HNEAP_RS00685 type II secretion system protein GspF	1295	2133
HNEAP_RS00690	HNEAP_RS00690	type II secretion system protein GspG	HNEAP_RS00690 type II secretion system protein GspG	297	500
HNEAP_RS00705	HNEAP_RS00705	type II secretion system protein GspJ	HNEAP_RS00705 type II secretion system protein GspJ	535	855
HNEAP_RS00710	HNEAP_RS00710	general secretion pathway protein GspK	HNEAP_RS00710 general secretion pathway protein GspK	1310	2205
HNEAP_RS00715	HNEAP_RS00715	type II secretory pathway component PulL-like protein	HNEAP_RS00715 type II secretory pathway component PulL-like protein	1990	2905
HNEAP_RS00720	HNEAP_RS00720	type II secretion system protein M	HNEAP_RS00720 type II secretion system protein M	1141	1711
HNEAP_RS00725	HNEAP_RS00725	type II secretion system protein N	HNEAP_RS00725 type II secretion system protein N	1269	2099
HNEAP_RS00730	HNEAP_RS00730	DUF4395 domain-containing protein	HNEAP_RS00730 DUF4395 domain-containing protein	301	849
HNEAP_RS00735	HNEAP_RS00735	hypothetical protein	HNEAP_RS00735 hypothetical protein	907	1457
HNEAP_RS00740	HNEAP_RS00740	BCCT family transporter	HNEAP_RS00740 BCCT family transporter	2388	3844
HNEAP_RS00745	HNEAP_RS00745	MFS transporter	HNEAP_RS00745 MFS transporter	734	1113
HNEAP_RS00750	HNEAP_RS00750	MFS transporter	HNEAP_RS00750 MFS transporter	623	993
HNEAP_RS00760	HNEAP_RS00760	serine/threonine protein kinase	HNEAP_RS00760 serine/threonine protein kinase	2405	3665
HNEAP_RS00765	HNEAP_RS00765	phosphopeptide-binding protein	HNEAP_RS00765 phosphopeptide-binding protein	456	776
HNEAP_RS00770	HNEAP_RS00770	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	HNEAP_RS00770 NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	155	236
HNEAP_RS00775	HNEAP_RS00775	chromosome segregation protein SMC	HNEAP_RS00775 chromosome segregation protein SMC	3445	5380
HNEAP_RS00795	HNEAP_RS00795	tRNA-Pro	HNEAP_RS00795 tRNA-Pro	122	211
HNEAP_RS00800	HNEAP_RS00800	Lrp/AsnC family transcriptional regulator	HNEAP_RS00800 Lrp/AsnC family transcriptional regulator	792	1206
HNEAP_RS00810	HNEAP_RS00810	ABC transporter ATP-binding protein	HNEAP_RS00810 ABC transporter ATP-binding protein	1280	1922
HNEAP_RS00815	HNEAP_RS00815	phosphohistidine phosphatase SixA	HNEAP_RS00815 phosphohistidine phosphatase SixA	191	337
HNEAP_RS00820	HNEAP_RS00820	rhombosortase	HNEAP_RS00820 rhombosortase	307	495
HNEAP_RS00825	HNEAP_RS00825	transaldolase	HNEAP_RS00825 transaldolase	483	800
HNEAP_RS00830	HNEAP_RS00830	hypothetical protein	HNEAP_RS00830 hypothetical protein	305	466
HNEAP_RS00835	HNEAP_RS00835	RNA polymerase sigma factor	HNEAP_RS00835 RNA polymerase sigma factor	598	966
HNEAP_RS00840	HNEAP_RS00840	hypothetical protein	HNEAP_RS00840 hypothetical protein	694	1107
HNEAP_RS00845	HNEAP_RS00845	phosphate porin	HNEAP_RS00845 phosphate porin	1699	2681
HNEAP_RS00850	HNEAP_RS00850	sensor domain-containing diguanylate cyclase	HNEAP_RS00850 sensor domain-containing diguanylate cyclase	790	1178
HNEAP_RS00855	HNEAP_RS00855	protein disulfide oxidoreductase	HNEAP_RS00855 protein disulfide oxidoreductase	429	647
HNEAP_RS00865	HNEAP_RS00865	dUTP diphosphatase	HNEAP_RS00865 dUTP diphosphatase	13	33
HNEAP_RS00875	HNEAP_RS00875	hypothetical protein	HNEAP_RS00875 hypothetical protein	113	193
HNEAP_RS00880	HNEAP_RS00880	DUF4124 domain-containing protein	HNEAP_RS00880 DUF4124 domain-containing protein	605	923
HNEAP_RS00885	HNEAP_RS00885	MFS transporter	HNEAP_RS00885 MFS transporter	1588	2411
HNEAP_RS00890	HNEAP_RS00890	ArsR family transcriptional regulator	HNEAP_RS00890 ArsR family transcriptional regulator	645	978
HNEAP_RS00895	HNEAP_RS00895	ATPase AAA	HNEAP_RS00895 ATPase AAA	6	11
HNEAP_RS00900	HNEAP_RS00900	DUF58 domain-containing protein	HNEAP_RS00900 DUF58 domain-containing protein	8	26
HNEAP_RS00905	HNEAP_RS00905	hypothetical protein	HNEAP_RS00905 hypothetical protein	54	99
HNEAP_RS00910	HNEAP_RS00910	VWA domain-containing protein	HNEAP_RS00910 VWA domain-containing protein	21	21
HNEAP_RS00915	HNEAP_RS00915	hypothetical protein	HNEAP_RS00915 hypothetical protein	77	137
HNEAP_RS00920	HNEAP_RS00920	hypothetical protein	HNEAP_RS00920 hypothetical protein	346	591
HNEAP_RS00925	HNEAP_RS00925	hypothetical protein	HNEAP_RS00925 hypothetical protein	230	353
HNEAP_RS00930	HNEAP_RS00930	High potential iron-sulfur protein	HNEAP_RS00930 High potential iron-sulfur protein	356	630
HNEAP_RS00935	HNEAP_RS00935	SELO family protein	HNEAP_RS00935 SELO family protein	1761	2786
HNEAP_RS00940	HNEAP_RS00940	hypothetical protein	HNEAP_RS00940 hypothetical protein	995	1517
HNEAP_RS00945	HNEAP_RS00945	diaminobutyrate acetyltransferase	HNEAP_RS00945 diaminobutyrate acetyltransferase	698	1075
HNEAP_RS00950	HNEAP_RS00950	diaminobutyrate--2-oxoglutarate transaminase	HNEAP_RS00950 diaminobutyrate--2-oxoglutarate transaminase	818	1239
HNEAP_RS00955	HNEAP_RS00955	ectoine synthase	HNEAP_RS00955 ectoine synthase	130	240
HNEAP_RS00960	HNEAP_RS00960	inositol monophosphatase	HNEAP_RS00960 inositol monophosphatase	656	1044
HNEAP_RS00965	HNEAP_RS00965	rhodanese	HNEAP_RS00965 rhodanese	1368	2125
HNEAP_RS00970	HNEAP_RS00970	DUF2076 domain-containing protein	HNEAP_RS00970 DUF2076 domain-containing protein	825	1179
HNEAP_RS00980	HNEAP_RS00980	type II restriction endonuclease	HNEAP_RS00980 type II restriction endonuclease	231	365
HNEAP_RS00990	HNEAP_RS00990	DUF3240 domain-containing protein	HNEAP_RS00990 DUF3240 domain-containing protein	151	240
HNEAP_RS00995	HNEAP_RS00995	CusA/CzcA family heavy metal efflux RND transporter	HNEAP_RS00995 CusA/CzcA family heavy metal efflux RND transporter	3088	4779
HNEAP_RS01000	HNEAP_RS01000	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS01000 efflux RND transporter periplasmic adaptor subunit	1963	3074
HNEAP_RS01005	HNEAP_RS01005	TolC family protein	HNEAP_RS01005 TolC family protein	2022	3121
HNEAP_RS01010	HNEAP_RS01010	DNA-binding response regulator	HNEAP_RS01010 DNA-binding response regulator	758	1296
HNEAP_RS01015	HNEAP_RS01015	two-component sensor histidine kinase	HNEAP_RS01015 two-component sensor histidine kinase	2279	3650
HNEAP_RS01025	HNEAP_RS01025	tryptophan-rich sensory protein	HNEAP_RS01025 tryptophan-rich sensory protein	157	204
HNEAP_RS01030	HNEAP_RS01030	DUF2309 domain-containing protein	HNEAP_RS01030 DUF2309 domain-containing protein	1396	3884
HNEAP_RS01035	HNEAP_RS01035	NADH dehydrogenase subunit 5	HNEAP_RS01035 NADH dehydrogenase subunit 5	883	2310
HNEAP_RS01040	HNEAP_RS01040	LysR family transcriptional regulator	HNEAP_RS01040 LysR family transcriptional regulator	262	627
HNEAP_RS01045	HNEAP_RS01045	DUF3817 domain-containing protein	HNEAP_RS01045 DUF3817 domain-containing protein	360	578
HNEAP_RS01050	HNEAP_RS01050	aminoacyl-tRNA hydrolase	HNEAP_RS01050 aminoacyl-tRNA hydrolase	80	129
HNEAP_RS01055	HNEAP_RS01055	hypothetical protein	HNEAP_RS01055 hypothetical protein	301	530
HNEAP_RS01060	HNEAP_RS01060	thioredoxin domain-containing protein	HNEAP_RS01060 thioredoxin domain-containing protein	2480	3942
HNEAP_RS01065	HNEAP_RS01065	DUF839 domain-containing protein	HNEAP_RS01065 DUF839 domain-containing protein	1596	2472
HNEAP_RS01070	HNEAP_RS01070	hypothetical protein	HNEAP_RS01070 hypothetical protein	1645	2576
HNEAP_RS01080	HNEAP_RS01080	hypothetical protein	HNEAP_RS01080 hypothetical protein	882	1447
HNEAP_RS01085	HNEAP_RS01085	DUF2892 domain-containing protein	HNEAP_RS01085 DUF2892 domain-containing protein	83	143
HNEAP_RS01090	HNEAP_RS01090	hypothetical protein	HNEAP_RS01090 hypothetical protein	331	537
HNEAP_RS01105	HNEAP_RS01105	alkaline invertase	HNEAP_RS01105 alkaline invertase	1570	2549
HNEAP_RS01110	HNEAP_RS01110	sucrose-phosphate synthase	HNEAP_RS01110 sucrose-phosphate synthase	3597	5580
HNEAP_RS01115	HNEAP_RS01115	haloacid dehalogenase	HNEAP_RS01115 haloacid dehalogenase	1	2
HNEAP_RS01120	HNEAP_RS01120	Small-conductance mechanosensitive channel-like protein	HNEAP_RS01120 Small-conductance mechanosensitive channel-like protein	644	1131
HNEAP_RS01125	HNEAP_RS01125	pilin	HNEAP_RS01125 pilin	594	918
HNEAP_RS01130	HNEAP_RS01130	monofunctional biosynthetic peptidoglycan transglycosylase	HNEAP_RS01130 monofunctional biosynthetic peptidoglycan transglycosylase	320	536
HNEAP_RS01135	HNEAP_RS01135	Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB	HNEAP_RS01135 Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB	1357	1889
HNEAP_RS01140	HNEAP_RS01140	nucleotidyltransferase domain-containing protein	HNEAP_RS01140 nucleotidyltransferase domain-containing protein	68	114
HNEAP_RS01145	HNEAP_RS01145	hypothetical protein	HNEAP_RS01145 hypothetical protein	593	864
HNEAP_RS01155	HNEAP_RS01155	group 1 glycosyl transferase	HNEAP_RS01155 group 1 glycosyl transferase	1055	1630
HNEAP_RS01165	HNEAP_RS01165	hypothetical protein	HNEAP_RS01165 hypothetical protein	998	1502
HNEAP_RS01170	HNEAP_RS01170	DegT/DnrJ/EryC1/StrS family aminotransferase	HNEAP_RS01170 DegT/DnrJ/EryC1/StrS family aminotransferase	767	1035
HNEAP_RS01180	HNEAP_RS01180	nucleotidyltransferase domain-containing protein	HNEAP_RS01180 nucleotidyltransferase domain-containing protein	171	323
HNEAP_RS01185	HNEAP_RS01185	type II toxin-antitoxin system RelE/ParE family toxin	HNEAP_RS01185 type II toxin-antitoxin system RelE/ParE family toxin	197	324
HNEAP_RS01195	HNEAP_RS01195	Txe/YoeB family addiction module toxin	HNEAP_RS01195 Txe/YoeB family addiction module toxin	117	177
HNEAP_RS01200	HNEAP_RS01200	type II toxin-antitoxin system prevent-host-death family antitoxin	HNEAP_RS01200 type II toxin-antitoxin system prevent-host-death family antitoxin	43	87
HNEAP_RS01215	HNEAP_RS01215	carbohydrate porin	HNEAP_RS01215 carbohydrate porin	1098	1555
HNEAP_RS01220	HNEAP_RS01220	succinyldiaminopimelate transaminase	HNEAP_RS01220 succinyldiaminopimelate transaminase	940	1423
HNEAP_RS01225	HNEAP_RS01225	glyoxalase	HNEAP_RS01225 glyoxalase	144	255
HNEAP_RS01235	HNEAP_RS01235	ParA family protein	HNEAP_RS01235 ParA family protein	498	800
HNEAP_RS01240	HNEAP_RS01240	nitrogen regulation protein NR(I)	HNEAP_RS01240 nitrogen regulation protein NR(I)	1818	2645
HNEAP_RS01245	HNEAP_RS01245	hypothetical protein	HNEAP_RS01245 hypothetical protein	1143	1866
HNEAP_RS01250	HNEAP_RS01250	DUF4124 domain-containing protein	HNEAP_RS01250 DUF4124 domain-containing protein	328	545
HNEAP_RS01265	HNEAP_RS01265	hypothetical protein	HNEAP_RS01265 hypothetical protein	248	411
HNEAP_RS01270	HNEAP_RS01270	C4-dicarboxylate ABC transporter	HNEAP_RS01270 C4-dicarboxylate ABC transporter	1225	1837
HNEAP_RS01275	HNEAP_RS01275	integral membrane protein	HNEAP_RS01275 integral membrane protein	607	1023
HNEAP_RS01280	HNEAP_RS01280	cytochrome c554	HNEAP_RS01280 cytochrome c554	22	49
HNEAP_RS01315	HNEAP_RS01315	hypothetical protein	HNEAP_RS01315 hypothetical protein	192	487
HNEAP_RS01320	HNEAP_RS01320	copper oxidase	HNEAP_RS01320 copper oxidase	1644	3278
HNEAP_RS01325	HNEAP_RS01325	copper resistance protein B	HNEAP_RS01325 copper resistance protein B	709	1329
HNEAP_RS01330	HNEAP_RS01330	hypothetical protein	HNEAP_RS01330 hypothetical protein	100	182
HNEAP_RS01335	HNEAP_RS01335	bilirubin oxidase	HNEAP_RS01335 bilirubin oxidase	681	1623
HNEAP_RS01340	HNEAP_RS01340	TolC family protein	HNEAP_RS01340 TolC family protein	196	647
HNEAP_RS01350	HNEAP_RS01350	AcrB/AcrD/AcrF family protein	HNEAP_RS01350 AcrB/AcrD/AcrF family protein	413	1240
HNEAP_RS01355	HNEAP_RS01355	DUF4332 domain-containing protein	HNEAP_RS01355 DUF4332 domain-containing protein	197	302
